198,214,34,81
197,214,34,81
196,215,34,81
195,216,34,81
193,217,34,81
191,215,36,85
191,218,34,81
191,219,34,81
190,220,34,81
191,221,34,81
191,223,34,81
192,225,34,81
194,223,34,81
196,224,34,81
201,223,34,81
202,220,34,81
204,220,34,81
206,211,34,81
207,213,32,77
208,213,32,77
209,212,32,77
211,214,32,77
213,218,32,77
218,220,32,77
218,223,34,81
223,224,36,85
227,228,36,85
229,232,36,85
233,231,36,85
236,227,37,89
243,229,36,85
245,225,37,89
249,224,37,89
254,221,39,94
256,220,39,94
260,219,39,94
265,218,39,94
267,220,39,94
271,224,39,94
275,225,39,94
277,229,39,94
280,231,39,94
282,232,39,94
284,232,39,94
285,229,41,98
285,228,41,98
285,227,41,98
284,227,41,98
283,227,41,98
281,228,41,98
279,227,41,98
278,225,41,98
277,223,41,98
276,222,41,98
275,221,41,98
273,221,41,98
272,221,41,98
271,221,41,98
271,222,41,98
269,222,41,98
269,222,41,98
269,223,41,98
268,223,41,98
264,221,43,103
258,221,43,103
252,222,43,103
249,221,43,103
244,223,43,103
239,224,43,103
232,226,43,103
228,227,43,103
224,224,43,103
220,221,43,103
213,223,41,98
205,220,41,98
196,220,41,98
188,222,41,98
183,223,41,98
178,225,41,98
175,225,43,103
167,227,43,103
160,226,43,103
157,229,41,98
156,232,39,94
154,237,37,89
150,235,37,89
146,236,37,89
143,238,37,89
138,234,37,89
133,236,36,85
130,238,36,85
130,240,36,85
129,241,36,85
129,243,36,85
129,242,36,85
129,242,36,85
128,240,37,89
127,240,37,89
119,211,37,89
117,211,37,89
117,211,37,89
117,211,37,89
118,210,37,89
120,209,37,89
120,199,39,94
120,193,39,94
122,193,39,94
124,193,39,94
127,193,39,94
131,192,39,94
133,190,41,98
134,186,43,103
135,181,46,109
139,177,46,109
143,172,46,109
146,168,46,109
151,168,46,109
154,167,46,109
159,168,46,109
163,169,46,109
167,170,46,109
170,171,46,109
173,172,46,109
175,171,46,109
177,170,46,109
180,166,46,109
183,164,46,109
186,163,46,109
189,163,46,109
193,165,46,109
195,165,46,109
198,165,46,109
200,164,46,109
201,163,46,109
203,160,46,109
205,154,46,109
206,152,46,109
209,154,43,103
209,153,43,103
211,154,43,103
211,154,43,103
213,155,43,103
214,156,43,103
216,155,43,103
217,154,43,103
219,152,43,103
221,150,43,103
222,150,43,103
224,149,43,103
226,149,43,103
228,152,41,98
231,153,41,98
233,154,41,98
235,155,41,98
236,155,41,98
238,152,41,98
241,151,41,98
243,149,41,98
244,148,41,98
246,148,41,98
247,149,41,98
248,150,41,98
250,149,41,98
252,148,41,98
254,147,41,98
256,145,41,98
260,144,41,98
262,144,41,98
263,143,43,103
266,143,43,103
268,144,43,103
270,146,43,103
272,146,43,103
274,146,43,103
274,145,43,103
275,143,43,103
275,141,43,103
276,141,43,103
276,141,43,103
275,141,43,103
275,142,43,103
275,143,43,103
275,141,43,103
276,140,43,103
277,139,43,103
276,136,46,109
276,136,46,109
276,137,46,109
277,139,46,109
277,140,46,109
278,143,46,109
278,145,46,109
278,147,46,109
278,149,46,109
278,150,46,109
277,151,46,109
277,149,46,109
276,149,46,109
276,150,46,109
276,152,46,109
276,150,46,109
277,150,46,109
278,150,46,109
279,149,46,109
281,148,46,109
281,149,46,109
281,149,46,109
281,150,46,109
281,150,46,109
281,152,46,109
281,152,46,109
280,153,46,109
279,153,46,109
278,154,46,109
277,151,48,114
277,151,48,114
277,151,48,114
277,151,48,114
277,151,48,114
277,151,48,114
276,152,48,114
276,153,48,114
275,155,48,114
273,155,50,120
272,155,50,120
270,156,50,120
269,158,50,120
267,159,50,120
266,159,50,120
263,156,53,126
262,156,53,126
259,154,53,126
257,155,53,126
255,154,53,126
254,154,53,126
251,155,53,126
250,156,53,126
248,157,53,126
246,158,53,126
245,161,53,126
243,161,53,126
240,161,53,126
238,161,53,126
235,162,53,126
233,164,53,126
228,163,55,132
225,164,55,132
223,164,55,132
221,163,55,132
219,162,55,132
219,160,55,132
217,159,55,132
215,158,55,132
213,159,55,132
212,158,55,132
210,160,55,132
208,160,55,132
204,160,58,139
202,161,58,139
200,160,58,139
198,161,58,139
195,162,58,139
193,161,58,139
192,160,58,139
191,159,58,139
190,159,58,139
189,159,58,139
188,157,58,139
187,157,58,139
186,152,61,145
186,152,61,145
185,152,61,145
186,154,61,145
185,151,64,153
185,153,64,153
184,156,64,153
183,156,64,153
184,161,61,145
183,161,61,145
185,162,58,139
185,161,58,139
185,160,58,139
183,161,58,139
183,160,58,139
183,157,61,145
181,151,64,153
183,156,61,145
183,156,61,145
183,157,61,145
182,158,61,145
184,161,58,139
185,161,58,139
185,160,58,139
184,160,58,139
184,161,58,139
183,163,58,139
182,164,58,139
181,166,58,139
180,166,58,139
178,167,58,139
176,167,58,139
174,169,58,139
172,171,58,139
169,172,58,139
166,173,58,139
163,175,58,139
161,176,58,139
158,177,58,139
156,178,58,139
154,178,58,139
152,179,58,139
149,179,58,139
147,179,58,139
146,178,58,139
144,178,58,139
143,180,58,139
141,181,58,139
140,181,58,139
138,182,58,139
136,183,58,139
134,184,58,139
132,184,58,139
130,185,58,139
129,187,58,139
128,187,58,139
127,188,58,139
126,188,58,139
126,188,58,139
126,188,58,139
126,189,58,139
126,189,58,139
127,190,58,139
128,191,58,139
128,191,58,139
129,192,58,139
130,192,58,139
131,193,58,139
132,193,58,139
133,194,58,139
135,194,58,139
135,195,58,139
136,195,58,139
137,195,58,139
138,195,58,139
138,196,58,139
139,196,58,139
139,196,58,139
139,196,58,139
139,196,58,139
139,198,58,139
139,197,58,139
138,198,58,139
138,198,58,139
137,198,58,139
137,199,58,139
136,199,58,139
135,199,58,139
135,199,58,139
134,199,58,139
134,200,58,139
134,200,58,139
133,201,58,139
133,201,58,139
133,201,58,139
133,201,58,139
134,202,58,139
134,203,58,139
135,203,58,139
136,203,58,139
136,203,58,139
136,203,58,139
137,203,58,139
138,203,58,139
138,204,58,139
139,204,58,139
139,205,58,139
139,205,58,139
140,205,58,139
141,205,58,139
142,206,58,139
143,206,58,139
143,206,58,139
143,207,58,139
144,207,58,139
144,208,58,139
145,208,58,139
146,208,58,139
146,208,58,139
147,208,58,139
147,209,58,139
147,210,58,139
147,210,58,139
147,210,58,139
147,210,58,139
148,210,58,139
148,210,58,139
149,211,58,139
149,211,58,139
150,211,58,139
150,211,58,139
148,207,61,145
148,206,61,145
149,206,61,145
148,206,61,145
148,206,61,145
149,206,61,145
151,209,58,139
151,209,58,139
152,208,58,139
153,209,58,139
154,209,58,139
155,209,58,139
155,208,58,139
156,208,58,139
157,209,58,139
158,209,58,139
158,209,58,139
159,209,58,139
159,209,58,139
160,209,58,139
160,209,58,139
160,209,58,139
160,209,58,139
160,210,58,139
161,210,58,139
161,209,58,139
162,210,58,139
163,210,58,139
164,210,58,139
165,210,58,139
167,211,58,139
168,211,58,139
169,211,58,139
171,212,58,139
172,213,58,139
174,213,58,139
176,212,58,139
177,212,58,139
179,212,58,139
180,212,58,139
181,212,58,139
183,213,58,139
183,209,61,145
185,209,61,145
186,209,61,145
190,212,58,139
192,211,58,139
194,211,58,139
194,211,58,139
196,210,58,139
198,209,58,139
201,209,58,139
204,210,58,139
206,210,58,139
208,210,58,139
211,211,58,139
212,208,61,145
214,210,61,145
217,213,61,145
222,214,61,145
228,216,61,145
234,219,58,139
241,219,58,139
247,218,58,139
254,218,58,139
259,219,58,139
264,219,58,139
269,220,58,139
272,223,55,132
278,224,55,132
285,224,55,132
293,219,55,132
298,220,55,132
303,216,58,139
306,208,61,145
317,200,61,145
323,205,61,145
331,197,64,153
341,193,64,153
348,199,64,153
354,197,64,153
363,194,64,153
367,195,64,153
365,190,67,160
369,192,67,160
374,192,67,160
382,192,64,153
393,198,64,153
402,205,61,145
405,206,61,145
407,204,61,145
409,202,61,145
409,196,61,145
409,196,61,145
407,194,61,145
403,188,64,153
400,188,64,153
398,186,64,153
395,183,64,153
393,181,64,153
389,179,64,153
386,175,64,153
383,172,64,153
380,167,64,153
376,165,64,153
372,164,64,153
369,163,64,153
366,165,64,153
363,164,64,153
358,162,67,160
357,166,64,153
354,165,64,153
352,165,64,153
350,165,64,153
349,165,64,153
347,164,64,153
346,163,64,153
346,161,64,153
344,159,64,153
343,158,64,153
341,156,64,153
339,156,64,153
338,157,64,153
336,157,64,153
334,159,64,153
334,159,64,153
335,162,61,145
334,162,61,145
335,162,61,145
336,163,61,145
337,162,61,145
336,162,61,145
335,161,61,145
336,161,61,145
335,161,61,145
334,161,61,145
333,160,61,145
332,161,61,145
331,161,61,145
329,161,61,145
329,161,61,145
329,162,61,145
328,162,61,145
327,163,61,145
326,164,61,145
326,164,61,145
325,164,61,145
324,164,61,145
322,164,61,145
321,164,61,145
319,164,61,145
318,164,61,145
316,163,61,145
315,163,61,145
314,161,61,145
313,160,61,145
311,159,61,145
310,159,61,145
310,158,61,145
307,155,64,153
306,157,64,153
306,157,64,153
306,157,64,153
304,156,64,153
303,155,64,153
302,155,64,153
301,154,64,153
299,153,64,153
297,154,64,153
296,154,64,153
294,153,64,153
293,152,64,153
291,151,64,153
291,151,64,153
290,150,64,153
290,150,64,153
290,149,64,153
290,149,64,153
290,148,64,153
290,148,64,153
290,148,64,153
290,148,64,153
290,147,64,153
291,148,64,153
291,148,64,153
291,146,64,153
290,147,64,153
289,145,64,153
286,141,67,160
286,140,67,160
285,139,67,160
285,139,67,160
284,138,67,160
284,137,67,160
284,136,67,160
285,136,67,160
285,137,67,160
285,138,67,160
285,139,67,160
286,140,67,160
288,139,67,160
289,140,67,160
290,139,67,160
292,138,67,160
294,137,67,160
297,135,67,160
299,135,67,160
301,134,67,160
303,134,67,160
307,135,67,160
309,135,67,160
311,135,67,160
313,135,67,160
315,134,67,160
316,134,67,160
318,133,67,160
319,133,67,160
321,133,67,160
322,132,67,160
322,130,67,160
323,130,67,160
324,130,67,160
325,129,67,160
324,128,67,160
323,128,67,160
324,129,67,160
326,128,67,160
327,128,67,160
328,130,67,160
328,131,64,153
325,129,64,153
321,128,64,153
318,128,64,153
317,129,64,153
317,133,64,153
318,138,64,153
318,139,64,153
317,139,64,153
317,140,64,153
318,141,64,153
318,139,64,153
318,137,67,160
320,141,64,153
321,142,64,153
321,142,64,153
322,144,64,153
322,145,64,153
321,148,64,153
322,149,64,153
321,152,64,153
321,152,64,153
321,154,64,153
321,157,64,153
322,159,64,153
324,162,64,153
323,158,67,160
325,159,64,153
325,165,64,153
328,159,64,153
329,158,64,153
334,168,64,153
339,181,64,153
341,185,64,153
344,187,64,153
343,190,64,153
337,191,64,153
333,192,64,153
332,193,64,153
331,194,64,153
331,193,64,153
332,196,61,145
332,197,61,145
332,198,61,145
332,198,61,145
332,198,61,145
333,198,61,145
333,199,61,145
335,199,61,145
335,197,61,145
336,197,61,145
335,194,64,153
336,194,64,153
337,195,64,153
337,195,64,153
338,196,64,153
338,196,64,153
338,195,64,153
338,195,64,153
338,194,64,153
338,194,64,153
338,193,64,153
337,193,64,153
336,193,64,153
336,193,64,153
335,194,64,153
335,193,64,153
334,194,64,153
334,194,64,153
334,194,64,153
335,193,64,153
